expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,timestamp,vehicle_id,vehicle_number,timestamp_start,timestamp_end,lap_duration,Steering_Angle,Accel_Longitudinal,Accel_Lateral,Throttle,Gear,Engine_RPM,Brake_Front,Brake_Rear,Speed,lap_unix_time,TIME_UTC_SECONDS,AIR_TEMP,TRACK_TEMP,HUMIDITY
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.568Z,GR86-015-31,0,2025-10-18 12:49:23.491000+00:00,GR86-015-31,31,2025-10-18 12:46:59.937000+00:00,2025-10-18 12:49:23.491000+00:00,143.554,-1.3325158946412352,0.02206811989100817,-0.13179866787768696,43.26460793218286,2.1813502876173176,5409.400907715582,4.504028156221617,4.56336663639116,98.68583963691377,1760791763,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.781Z,GR86-063-113,0,2025-10-18 12:49:23.539000+00:00,GR86-063-113,113,2025-10-18 12:47:02.551000+00:00,2025-10-18 12:49:23.539000+00:00,140.988,-5.228235294117647,-0.0006095975232198144,-0.11554891640866874,35.822417956656345,2.346130030959752,5282.758513931889,3.053890092879257,3.1086656346749226,100.06131782945737,1760791763,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.446Z,GR86-036-98,0,2025-10-18 12:49:23.075000+00:00,GR86-036-98,98,2025-10-18 12:46:57.961000+00:00,2025-10-18 12:49:23.075000+00:00,145.114,-1.6000297973778308,0.004770560190703217,-0.10164094159713946,40.15047973778308,2.3614421930870084,5164.770491803279,3.6404171632896305,3.7253069129916563,97.59572280178838,1760791763,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.687Z,GR86-060-2,0,2025-10-18 12:49:23.349000+00:00,GR86-060-2,2,2025-10-18 12:46:59.240000+00:00,2025-10-18 12:49:23.349000+00:00,144.109,-1.679170451105056,-0.006619134120496518,-0.11618649712382682,31.755413260672118,1.8858613381774145,5743.804545454545,2.701584922797457,2.771575840145322,97.87426626323752,1760791763,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.790Z,GR86-035-11,0,2025-10-18 12:49:24.564000+00:00,GR86-035-11,11,2025-10-18 12:47:06.263000+00:00,2025-10-18 12:49:24.564000+00:00,138.301,-4.947235238987816,-0.0026672914714151834,-0.1502174320524836,35.41441112152452,2.400499843798813,5353.048513302035,2.782605435801312,2.8203405185879413,102.1353364632238,1760791764,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.521Z,GR86-030-18,0,2025-10-18 12:49:24.556000+00:00,GR86-030-18,18,2025-10-18 12:47:05.457000+00:00,2025-10-18 12:49:24.556000+00:00,139.099,-3.5779544745868415,-0.0002609915809167452,-0.1202606797630184,39.826357966947306,2.5357031493607733,5163.600624024961,2.9279108200810726,2.957569379482382,102.06929797191887,1760791764,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.716Z,GR86-038-93,0,2025-10-18 12:49:24.252000+00:00,GR86-038-93,93,2025-10-18 12:47:04.945000+00:00,2025-10-18 12:49:24.252000+00:00,139.307,-7.267838258164853,0.2692945567651633,-0.14735676516329704,41.683881804043544,1.9082426127527217,5928.401244167962,3.8099533437013995,3.8856220839813376,101.78769828926904,1760791764,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.779Z,GR86-028-89,0,2025-10-18 12:49:24.253000+00:00,GR86-028-89,89,2025-10-18 12:47:04.450000+00:00,2025-10-18 12:49:24.253000+00:00,139.803,-6.549752781211372,0.00024969097651421465,-0.13769097651421508,44.752951174289244,1.8868974042027193,5937.795981452859,5.069859394313967,5.165003090234858,101.65078947368421,1760791764,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.581Z,GR86-057-57,0,2025-10-18 12:49:25.073000+00:00,GR86-057-57,57,2025-10-18 12:47:09.640000+00:00,2025-10-18 12:49:25.073000+00:00,135.433,-7.528654970760234,0.0051985055230669265,-0.14920695256660169,49.25753086419753,3.068875893437297,4733.165584415585,2.7414814814814816,2.795846328784925,103.5689430894309,1760791765,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:26.357Z,GR86-021-86,0,2025-10-18 12:49:26.098000+00:00,GR86-021-86,86,2025-10-18 12:47:10.151000+00:00,2025-10-18 12:49:26.098000+00:00,135.947,-7.856415154409424,0.004018147086914995,-0.15320248328557784,42.563645335880295,2.70041388092964,5135.20826709062,3.788621458134352,3.835447309773957,103.97782193958665,1760791766,1760791794.0,16.45,16.9,76.76
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:26.256Z,GR86-012-8,0,2025-10-18 12:49:26.089000+00:00,GR86-012-8,8,2025-10-18 12:47:11.057000+00:00,2025-10-18 12:49:26.089000+00:00,135.032,-9.586998706338939,-0.002866429495472187,-0.15461093143596377,39.21632600258732,2.7089262613195344,5090.46042003231,2.4219744501940492,2.4659605433376455,104.35570274636511,1760791766,1760791794.0,16.45,16.9,76.76
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:06.651Z,GR86-006-7,0,2025-10-18 12:51:05.926000+00:00,GR86-006-7,7,2025-10-18 12:49:22.446000+00:00,2025-10-18 12:51:05.926000+00:00,103.48,-11.774426508071368,0.02096771452846219,-0.22624341546304164,77.62437977909941,2.9868309260832624,6296.870212765957,7.559717502124045,7.673986830926083,135.74825531914894,1760791865,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:06.066Z,GR86-010-16,0,2025-10-18 12:51:05.923000+00:00,GR86-010-16,16,2025-10-18 12:49:22.533000+00:00,2025-10-18 12:51:05.923000+00:00,103.39,-8.667737896494158,0.030083889816360603,-0.2289628547579299,75.26557595993323,2.9641068447412353,6333.634655532359,6.728025876460768,6.8305780467445745,135.8126875,1760791865,1760791857.0,16.48,16.9,76.54
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:06.752Z,GR86-026-72,0,2025-10-18 12:51:06.264000+00:00,GR86-026-72,72,2025-10-18 12:49:22.474000+00:00,2025-10-18 12:51:06.264000+00:00,103.79,-11.713052543786489,0.018918265221017513,-0.2283740617180984,77.28955379482903,2.958715596330275,6372.08125,6.637917014178482,6.757176814011677,135.50066666666666,1760791866,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:06.936Z,GR86-016-55,0,2025-10-18 12:51:06.688000+00:00,GR86-016-55,55,2025-10-18 12:49:22.597000+00:00,2025-10-18 12:51:06.688000+00:00,104.091,-6.674688279301746,0.032749376558603494,-0.202238570241064,77.35984621778887,2.858686616791355,6451.05,6.018509975062344,6.087377389858687,134.90087499999998,1760791866,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:07.912Z,GR86-033-46,0,2025-10-18 12:51:07.678000+00:00,GR86-033-46,46,2025-10-18 12:49:22.873000+00:00,2025-10-18 12:51:07.678000+00:00,104.805,-9.746315356113627,0.027517908604363935,-0.19193618773157678,76.2492795389049,2.879374228077398,6377.594650205761,5.696239193083573,5.807091395636065,134.28471193415638,1760791867,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:08.587Z,GR86-002-000,0,2025-10-18 12:51:08.402000+00:00,GR86-002-000,0,2025-10-18 12:49:22.968000+00:00,2025-10-18 12:51:08.402000+00:00,105.434,-6.354530130636326,0.03431436999578592,-0.2137433628318584,77.07672987779182,2.752212389380531,6437.745263157894,7.516198904340497,7.575048461862621,131.52980972515857,1760791868,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:08.684Z,GR86-025-47,0,2025-10-18 12:51:08.552000+00:00,GR86-025-47,47,2025-10-18 12:49:22.154000+00:00,2025-10-18 12:51:08.552000+00:00,106.398,-7.421740924092409,-0.264644801980198,0.19920709570957096,77.32954620462047,2.826320132013201,6368.351239669421,6.950633250825082,7.076130363036304,132.66874226804126,1760791868,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:09.286Z,GR86-036-98,0,2025-10-18 12:51:09.079000+00:00,GR86-036-98,98,2025-10-18 12:49:23.076000+00:00,2025-10-18 12:51:09.079000+00:00,106.003,-6.4041186161449755,0.019604200988467872,-0.21993039538714992,74.71152800658979,2.934514003294893,6205.919917864477,6.72835255354201,6.831941927512356,132.6279175257732,1760791869,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:09.861Z,GR86-060-2,0,2025-10-18 12:51:09.454000+00:00,GR86-060-2,2,2025-10-18 12:49:23.350000+00:00,2025-10-18 12:51:09.454000+00:00,106.104,-4.973888208894329,0.013775193798449612,-0.21759893920848636,76.56350061199511,2.817217462260302,6366.434693877551,7.093871889024888,7.172221542227663,132.4847755102041,1760791869,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:09.852Z,GR86-015-31,0,2025-10-18 12:51:09.325000+00:00,GR86-015-31,31,2025-10-18 12:49:23.492000+00:00,2025-10-18 12:51:09.325000+00:00,105.833,-1.7922006745362564,0.04440177065767285,-0.2351273187183811,77.80982715008432,2.9974704890387858,6096.976744186047,6.613206155143339,6.6994308600337265,132.13367088607595,1760791869,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:10.479Z,GR86-065-5,0,2025-10-18 12:51:09.840000+00:00,GR86-065-5,5,2025-10-18 12:49:23.622000+00:00,2025-10-18 12:51:09.840000+00:00,106.218,-8.99382871536524,0.024085222502099077,-0.20522879932829555,76.5998362720403,2.945004198152813,6122.817610062893,7.046318219983208,6.942531486146096,131.23155136268343,1760791869,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:10.619Z,GR86-049-88,0,2025-10-18 12:51:10.335000+00:00,GR86-049-88,88,2025-10-18 12:49:23.531000+00:00,2025-10-18 12:51:10.335000+00:00,106.804,-5.805672009864366,0.018204685573366214,-0.20565310316481708,72.18046444718455,2.8919030004110153,6166.5441478439425,5.940945334977394,6.030951500205508,131.3870841889117,1760791870,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:11.060Z,GR86-047-21,0,2025-10-18 12:51:10.453000+00:00,GR86-047-21,21,2025-10-18 12:49:23.651000+00:00,2025-10-18 12:51:10.453000+00:00,106.802,-6.182057613168724,0.01222469135802469,-0.22296831275720164,75.87533333333333,2.809053497942387,6281.35596707819,6.516407407407407,6.6121790123456785,130.88086419753085,1760791870,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:11.768Z,GR86-035-11,0,2025-10-18 12:51:11.483000+00:00,GR86-035-11,11,2025-10-18 12:49:24.565000+00:00,2025-10-18 12:51:11.483000+00:00,106.918,-7.03163430420712,0.0070517799352750815,-0.22486650485436893,72.2373503236246,2.84668284789644,6295.818181818182,5.914739077669903,5.98548139158576,131.81935222672064,1760791871,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:12.447Z,GR86-013-80,0,2025-10-18 12:51:12.157000+00:00,GR86-013-80,80,2025-10-18 12:49:23.758000+00:00,2025-10-18 12:51:12.157000+00:00,108.399,-6.61011051985264,0.01838886614817847,-0.19494924273434303,73.0228489562014,2.8579615227179698,6108.020491803279,6.469717560376586,6.543409742120343,129.16613496932516,1760791872,1760791857.0,16.48,16.9,76.54
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:13.040Z,GR86-040-3,0,2025-10-18 12:51:12.479000+00:00,GR86-040-3,3,2025-10-18 12:49:25.041000+00:00,2025-10-18 12:51:12.118000+00:00,107.077,-7.057525150905433,0.04348128772635815,-0.20509778672032195,76.06687726358149,2.9191146881287726,6134.22891566265,6.545279678068411,6.630582494969819,130.65246727089627,1760791872,1760791857.0,16.48,16.9,76.54
